Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
132.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
133.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
134.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
135.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
136.0,Create Fine,,,,,,,,,,,,,,,,,,,
137.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
138.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
139.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
140.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
141.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
142.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
143.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
144.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
145.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
146.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
147.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
148.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
149.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
150.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
151.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
152.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
153.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
154.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
155.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
156.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
157.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
158.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
159.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
160.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
161.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
162.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
163.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
164.0,Create Fine,Send Fine,Insert Fine Notification,,Payment,,,,,,,,,,,,,,,
165.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
166.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
167.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
168.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
169.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
170.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
171.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
172.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
173.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
174.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
175.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
176.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Insert Date Appeal to Prefecture,Send Appeal to Prefecture,Receive Result Appeal from Prefecture,Notify Result Appeal to Offender,Payment,,,,,,,,,,,
177.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
178.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
179.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
180.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
181.0,Create Fine,Send Fine,,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
182.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
183.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
184.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
185.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
186.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
187.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
188.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
189.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
190.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
191.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
192.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
193.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
194.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
195.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
196.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
197.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
198.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
199.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
200.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
201.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
202.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
203.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
204.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
205.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
206.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
207.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
208.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
209.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
210.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
211.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
212.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
213.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
214.0,Create Fine,Send Fine,,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
215.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
216.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
217.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
218.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
219.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
220.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
221.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
222.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
223.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
224.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
225.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
226.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
227.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
228.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
229.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,,,,,,,,,,,,,,,,
230.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
231.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
232.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
233.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
234.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
235.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
236.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
237.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
238.0,,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
239.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
240.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
241.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
242.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
243.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
244.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
245.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
246.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
247.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
248.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
249.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
250.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
251.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
252.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
253.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
254.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
255.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
256.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
257.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
258.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
259.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
260.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
261.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
262.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
263.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
264.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
265.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
266.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
267.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
268.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
269.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
270.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
271.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
272.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
273.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
274.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
275.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
276.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
277.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
278.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
279.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
280.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
282.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
283.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
284.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
285.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
286.0,Create Fine,Payment,,,,,,,,,,,,,,,,,,
287.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
288.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
289.0,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
290.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
291.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
292.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
293.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
294.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
295.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
296.0,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
